spot_id,stake_label,pot_type,spot_name,opportunities,bet_pct,check_pct,fold_pct,call_pct,raise_pct,no_response_pct,avg_size_pct,avg_facing_size_pct,raw_action_counts,benchmark_flag,leak_note,benchmark_metric,benchmark_low,benchmark_high,deviation_pp,confidence,exploit_score
FOLD_TO_TURN_CHECK_RAISE,PL100,3bet,Fold/call/3bet vs turn check-raise,3,0.0,0.0,0.0,100.0,0.0,0.0,37.1,132.0,"{""call"": 3}",low_sample,sample below min-sample,fold_pct,40.0,65.0,-40.0,IGNORE,4.0
FOLD_TO_TURN_CHECK_RAISE,PL100,limped,Fold/call/3bet vs turn check-raise,1,0.0,0.0,100.0,0.0,0.0,0.0,,166.7,"{""fold"": 1}",low_sample,sample below min-sample,fold_pct,40.0,65.0,35.0,IGNORE,3.5
FOLD_TO_TURN_CHECK_RAISE,PL100,srp,Fold/call/3bet vs turn check-raise,21,0.0,0.0,38.1,47.6,14.3,0.0,53.0,137.9,"{""raise_or_allin"": 3, ""call"": 10, ""fold"": 8}",low_sample,sample below min-sample,fold_pct,40.0,65.0,-1.9,IGNORE,0.19
FOLD_TO_TURN_CHECK_RAISE,PL25,3bet,Fold/call/3bet vs turn check-raise,14,0.0,0.0,42.9,57.1,0.0,0.0,24.4,100.3,"{""call"": 8, ""fold"": 6}",low_sample,sample below min-sample,fold_pct,40.0,65.0,0.0,IGNORE,0.0
FOLD_TO_TURN_CHECK_RAISE,PL25,limped,Fold/call/3bet vs turn check-raise,6,0.0,0.0,33.3,66.7,0.0,0.0,40.6,188.3,"{""fold"": 2, ""call"": 4}",low_sample,sample below min-sample,fold_pct,40.0,65.0,-6.7,IGNORE,0.67
FOLD_TO_TURN_CHECK_RAISE,PL25,srp,Fold/call/3bet vs turn check-raise,35,0.0,0.0,45.7,42.9,11.4,0.0,41.3,133.2,"{""call"": 15, ""fold"": 16, ""raise_or_allin"": 4}",OK,inside benchmark band,fold_pct,40.0,65.0,0.0,LOW,0.0
FOLD_TO_TURN_CHECK_RAISE,PL50,3bet,Fold/call/3bet vs turn check-raise,30,0.0,0.0,33.3,60.0,6.7,0.0,32.9,124.6,"{""call"": 18, ""fold"": 10, ""raise_or_allin"": 2}",LOW,bettors continue too much vs turn check-raise; turn x/r should be strong,fold_pct,40.0,65.0,-6.7,LOW,2.68
FOLD_TO_TURN_CHECK_RAISE,PL50,4bet+,Fold/call/3bet vs turn check-raise,1,0.0,0.0,0.0,100.0,0.0,0.0,7.8,65.9,"{""call"": 1}",low_sample,sample below min-sample,fold_pct,40.0,65.0,-40.0,IGNORE,4.0
FOLD_TO_TURN_CHECK_RAISE,PL50,limped,Fold/call/3bet vs turn check-raise,2,0.0,0.0,0.0,100.0,0.0,0.0,33.3,121.2,"{""call"": 2}",low_sample,sample below min-sample,fold_pct,40.0,65.0,-40.0,IGNORE,4.0
FOLD_TO_TURN_CHECK_RAISE,PL50,srp,Fold/call/3bet vs turn check-raise,82,0.0,0.0,43.9,43.9,12.2,0.0,45.4,146.9,"{""call"": 36, ""fold"": 36, ""raise_or_allin"": 10}",OK,inside benchmark band,fold_pct,40.0,65.0,0.0,LOW,0.0
FOLD_TO_TURN_PROBE,PL100,3bet,Fold/call/raise vs turn probe,17,0.0,0.0,41.2,47.1,11.8,0.0,62.8,60.5,"{""call"": 8, ""fold"": 7, ""raise_or_allin"": 2}",low_sample,sample below min-sample,fold_pct,30.0,50.0,0.0,IGNORE,0.0
FOLD_TO_TURN_PROBE,PL100,4bet+,Fold/call/raise vs turn probe,2,0.0,0.0,100.0,0.0,0.0,0.0,,32.5,"{""fold"": 2}",low_sample,sample below min-sample,fold_pct,30.0,50.0,50.0,IGNORE,5.0
FOLD_TO_TURN_PROBE,PL100,srp,Fold/call/raise vs turn probe,88,0.0,0.0,48.9,45.5,5.7,0.0,47.2,62.2,"{""call"": 40, ""fold"": 43, ""raise_or_allin"": 5}",OK,inside benchmark band,fold_pct,30.0,50.0,0.0,LOW,0.0
FOLD_TO_TURN_PROBE,PL25,3bet,Fold/call/raise vs turn probe,38,0.0,0.0,26.3,71.1,2.6,0.0,38.0,55.9,"{""call"": 27, ""fold"": 10, ""raise_or_allin"": 1}",LOW,IP is sticky vs turn probe; probe more value/equity-heavy,fold_pct,30.0,50.0,-3.7,LOW,1.48
FOLD_TO_TURN_PROBE,PL25,4bet+,Fold/call/raise vs turn probe,1,0.0,0.0,0.0,100.0,0.0,0.0,24.8,33.0,"{""call"": 1}",low_sample,sample below min-sample,fold_pct,30.0,50.0,-30.0,IGNORE,3.0
FOLD_TO_TURN_PROBE,PL25,srp,Fold/call/raise vs turn probe,183,0.0,0.0,47.0,47.5,5.5,0.0,48.8,63.7,"{""fold"": 86, ""call"": 87, ""raise_or_allin"": 10}",OK,inside benchmark band,fold_pct,30.0,50.0,0.0,MEDIUM,0.0
FOLD_TO_TURN_PROBE,PL50,3bet,Fold/call/raise vs turn probe,74,0.0,0.0,47.3,52.7,0.0,0.0,36.7,65.5,"{""fold"": 35, ""call"": 39}",OK,inside benchmark band,fold_pct,30.0,50.0,0.0,LOW,0.0
FOLD_TO_TURN_PROBE,PL50,4bet+,Fold/call/raise vs turn probe,3,0.0,0.0,66.7,33.3,0.0,0.0,49.2,99.0,"{""call"": 1, ""fold"": 2}",low_sample,sample below min-sample,fold_pct,30.0,50.0,16.7,IGNORE,1.67
FOLD_TO_TURN_PROBE,PL50,srp,Fold/call/raise vs turn probe,432,0.0,0.0,45.6,48.1,6.2,0.0,50.8,68.7,"{""call"": 208, ""fold"": 197, ""raise_or_allin"": 27}",OK,inside benchmark band,fold_pct,30.0,50.0,0.0,HIGH,0.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL100,3bet,OOP fold/call/check-raise vs IP flop stab after missed c-bet,16,0.0,0.0,56.2,37.5,6.2,0.0,52.5,57.4,"{""fold"": 9, ""call"": 6, ""raise_or_allin"": 1}",low_sample,sample below min-sample,fold_pct,25.0,50.0,6.2,IGNORE,0.62
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL100,srp,OOP fold/call/check-raise vs IP flop stab after missed c-bet,78,0.0,0.0,48.7,44.9,6.4,0.0,50.1,63.7,"{""fold"": 38, ""call"": 35, ""raise_or_allin"": 5}",OK,inside benchmark band,fold_pct,25.0,50.0,0.0,LOW,0.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL25,3bet,OOP fold/call/check-raise vs IP flop stab after missed c-bet,48,0.0,0.0,45.8,41.7,12.5,0.0,65.7,65.0,"{""fold"": 22, ""call"": 20, ""raise_or_allin"": 6}",OK,inside benchmark band,fold_pct,25.0,50.0,0.0,LOW,0.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL25,4bet+,OOP fold/call/check-raise vs IP flop stab after missed c-bet,3,0.0,0.0,66.7,0.0,33.3,0.0,96.3,83.3,"{""fold"": 2, ""raise_or_allin"": 1}",low_sample,sample below min-sample,fold_pct,25.0,50.0,16.7,IGNORE,1.67
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL25,srp,OOP fold/call/check-raise vs IP flop stab after missed c-bet,168,0.0,0.0,48.8,47.6,3.6,0.0,45.9,64.3,"{""call"": 80, ""fold"": 82, ""raise_or_allin"": 6}",OK,inside benchmark band,fold_pct,25.0,50.0,0.0,MEDIUM,0.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL50,3bet,OOP fold/call/check-raise vs IP flop stab after missed c-bet,113,0.0,0.0,37.2,39.8,23.0,0.0,76.4,61.0,"{""fold"": 42, ""call"": 45, ""raise_or_allin"": 26}",OK,inside benchmark band,fold_pct,25.0,50.0,0.0,MEDIUM,0.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL50,4bet+,OOP fold/call/check-raise vs IP flop stab after missed c-bet,5,0.0,0.0,60.0,40.0,0.0,0.0,50.0,77.7,"{""call"": 2, ""fold"": 3}",low_sample,sample below min-sample,fold_pct,25.0,50.0,10.0,IGNORE,1.0
OOP_RESPONSE_VS_IP_FLOP_STAB_AFTER_MISSED_CB,PL50,srp,OOP fold/call/check-raise vs IP flop stab after missed c-bet,370,0.0,0.0,48.9,45.9,5.1,0.0,47.2,63.7,"{""fold"": 181, ""call"": 170, ""raise_or_allin"": 19}",OK,inside benchmark band,fold_pct,25.0,50.0,0.0,HIGH,0.0
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL100,3bet,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,5,0.0,0.0,20.0,60.0,20.0,0.0,53.3,49.7,"{""raise_or_allin"": 1, ""call"": 3, ""fold"": 1}",low_sample,sample below min-sample,fold_pct,35.0,60.0,-15.0,IGNORE,1.5
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL100,srp,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,16,0.0,0.0,50.0,43.8,6.2,0.0,53.5,60.9,"{""fold"": 8, ""call"": 7, ""raise_or_allin"": 1}",low_sample,sample below min-sample,fold_pct,35.0,60.0,0.0,IGNORE,0.0
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL25,3bet,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,9,0.0,0.0,66.7,33.3,0.0,0.0,30.5,55.4,"{""call"": 3, ""fold"": 6}",low_sample,sample below min-sample,fold_pct,35.0,60.0,6.7,IGNORE,0.67
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL25,4bet+,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,1,0.0,0.0,100.0,0.0,0.0,0.0,,59.5,"{""fold"": 1}",low_sample,sample below min-sample,fold_pct,35.0,60.0,40.0,IGNORE,4.0
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL25,srp,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,34,0.0,0.0,58.8,38.2,2.9,0.0,50.8,72.6,"{""call"": 13, ""fold"": 20, ""raise_or_allin"": 1}",OK,inside benchmark band,fold_pct,35.0,60.0,0.0,LOW,0.0
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL50,3bet,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,36,0.0,0.0,44.4,36.1,19.4,0.0,56.3,59.1,"{""fold"": 16, ""raise_or_allin"": 7, ""call"": 13}",OK,inside benchmark band,fold_pct,35.0,60.0,0.0,LOW,0.0
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL50,4bet+,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,1,0.0,0.0,0.0,100.0,0.0,0.0,22.3,28.7,"{""call"": 1}",low_sample,sample below min-sample,fold_pct,35.0,60.0,-35.0,IGNORE,3.5
OOP_RESPONSE_VS_IP_TURN_STAB_AFTER_MISSED_CB,PL50,srp,OOP fold/call/check-raise vs IP turn stab after missed turn c-bet,62,0.0,0.0,41.9,53.2,4.8,0.0,45.4,60.8,"{""call"": 33, ""fold"": 26, ""raise_or_allin"": 3}",OK,inside benchmark band,fold_pct,35.0,60.0,0.0,LOW,0.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL100,3bet,"PFA fold/call/raise after flop c-bet, turn check, faced stab",5,0.0,0.0,20.0,60.0,20.0,0.0,53.3,49.7,"{""raise_or_allin"": 1, ""call"": 3, ""fold"": 1}",low_sample,sample below min-sample,fold_pct,30.0,60.0,-10.0,IGNORE,1.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL100,srp,"PFA fold/call/raise after flop c-bet, turn check, faced stab",16,0.0,0.0,50.0,43.8,6.2,0.0,53.5,60.9,"{""fold"": 8, ""call"": 7, ""raise_or_allin"": 1}",low_sample,sample below min-sample,fold_pct,30.0,60.0,0.0,IGNORE,0.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL25,3bet,"PFA fold/call/raise after flop c-bet, turn check, faced stab",9,0.0,0.0,66.7,33.3,0.0,0.0,30.5,55.4,"{""call"": 3, ""fold"": 6}",low_sample,sample below min-sample,fold_pct,30.0,60.0,6.7,IGNORE,0.67
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL25,4bet+,"PFA fold/call/raise after flop c-bet, turn check, faced stab",1,0.0,0.0,100.0,0.0,0.0,0.0,,59.5,"{""fold"": 1}",low_sample,sample below min-sample,fold_pct,30.0,60.0,40.0,IGNORE,4.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL25,srp,"PFA fold/call/raise after flop c-bet, turn check, faced stab",34,0.0,0.0,58.8,38.2,2.9,0.0,50.8,72.6,"{""call"": 13, ""fold"": 20, ""raise_or_allin"": 1}",OK,inside benchmark band,fold_pct,30.0,60.0,0.0,LOW,0.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL50,3bet,"PFA fold/call/raise after flop c-bet, turn check, faced stab",36,0.0,0.0,44.4,36.1,19.4,0.0,56.3,59.1,"{""fold"": 16, ""raise_or_allin"": 7, ""call"": 13}",OK,inside benchmark band,fold_pct,30.0,60.0,0.0,LOW,0.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL50,4bet+,"PFA fold/call/raise after flop c-bet, turn check, faced stab",1,0.0,0.0,0.0,100.0,0.0,0.0,22.3,28.7,"{""call"": 1}",low_sample,sample below min-sample,fold_pct,30.0,60.0,-30.0,IGNORE,3.0
PFA_RESPONSE_AFTER_TURN_GIVEUP,PL50,srp,"PFA fold/call/raise after flop c-bet, turn check, faced stab",62,0.0,0.0,41.9,53.2,4.8,0.0,45.4,60.8,"{""call"": 33, ""fold"": 26, ""raise_or_allin"": 3}",OK,inside benchmark band,fold_pct,30.0,60.0,0.0,LOW,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL100,3bet,PFA turn barrel/give-up after flop c-bet called,53,58.5,41.5,0.0,0.0,0.0,0.0,76.8,,"{""bet"": 31, ""check"": 22}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,LOW,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL100,4bet+,PFA turn barrel/give-up after flop c-bet called,2,100.0,0.0,0.0,0.0,0.0,0.0,56.3,,"{""bet"": 2}",low_sample,sample below min-sample,bet_pct,40.0,70.0,30.0,IGNORE,3.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL100,srp,PFA turn barrel/give-up after flop c-bet called,201,45.8,54.2,0.0,0.0,0.0,0.0,76.7,,"{""check"": 109, ""bet"": 92}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,MEDIUM,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL25,3bet,PFA turn barrel/give-up after flop c-bet called,84,61.9,38.1,0.0,0.0,0.0,0.0,68.8,,"{""bet"": 52, ""check"": 32}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,LOW,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL25,4bet+,PFA turn barrel/give-up after flop c-bet called,4,25.0,75.0,0.0,0.0,0.0,0.0,31.5,,"{""check"": 3, ""bet"": 1}",low_sample,sample below min-sample,bet_pct,40.0,70.0,-15.0,IGNORE,1.5
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL25,srp,PFA turn barrel/give-up after flop c-bet called,425,51.3,48.7,0.0,0.0,0.0,0.0,72.9,,"{""check"": 207, ""bet"": 218}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,HIGH,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL50,3bet,PFA turn barrel/give-up after flop c-bet called,280,58.9,41.1,0.0,0.0,0.0,0.0,71.9,,"{""check"": 115, ""bet"": 165}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,MEDIUM,0.0
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL50,4bet+,PFA turn barrel/give-up after flop c-bet called,16,87.5,12.5,0.0,0.0,0.0,0.0,55.4,,"{""check"": 2, ""bet"": 14}",low_sample,sample below min-sample,bet_pct,40.0,70.0,17.5,IGNORE,1.75
PFA_TURN_BARREL_AFTER_FLOP_CBET_CALLED,PL50,srp,PFA turn barrel/give-up after flop c-bet called,840,47.6,52.4,0.0,0.0,0.0,0.0,72.5,,"{""check"": 440, ""bet"": 400}",OK,inside benchmark band,bet_pct,40.0,70.0,0.0,HIGH,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL100,3bet,Turn probe after PFA checks back flop,60,38.3,61.7,0.0,0.0,0.0,0.0,67.1,,"{""bet"": 23, ""check"": 37}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,LOW,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL100,4bet+,Turn probe after PFA checks back flop,2,50.0,50.0,0.0,0.0,0.0,0.0,50.0,,"{""check"": 1, ""bet"": 1}",low_sample,sample below min-sample,bet_pct,35.0,60.0,0.0,IGNORE,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL100,srp,Turn probe after PFA checks back flop,258,38.8,60.9,0.4,0.0,0.0,0.0,62.0,,"{""bet"": 100, ""check"": 157, ""fold"": 1}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,MEDIUM,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL25,3bet,Turn probe after PFA checks back flop,107,39.3,60.7,0.0,0.0,0.0,0.0,55.4,,"{""check"": 65, ""bet"": 42}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,MEDIUM,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL25,4bet+,Turn probe after PFA checks back flop,5,40.0,60.0,0.0,0.0,0.0,0.0,66.5,,"{""check"": 3, ""bet"": 2}",low_sample,sample below min-sample,bet_pct,35.0,60.0,0.0,IGNORE,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL25,srp,Turn probe after PFA checks back flop,607,37.6,62.4,0.0,0.0,0.0,0.0,64.4,,"{""check"": 379, ""bet"": 228}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,HIGH,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL50,3bet,Turn probe after PFA checks back flop,230,37.0,63.0,0.0,0.0,0.0,0.0,65.1,,"{""bet"": 85, ""check"": 145}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,MEDIUM,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL50,4bet+,Turn probe after PFA checks back flop,19,42.1,57.9,0.0,0.0,0.0,0.0,68.5,,"{""bet"": 8, ""check"": 11}",low_sample,sample below min-sample,bet_pct,35.0,60.0,0.0,IGNORE,0.0
TURN_PROBE_AFTER_FLOP_CHECKBACK,PL50,srp,Turn probe after PFA checks back flop,1231,41.3,58.7,0.1,0.0,0.0,0.0,67.3,,"{""check"": 722, ""bet"": 508, ""fold"": 1}",OK,inside benchmark band,bet_pct,35.0,60.0,0.0,HIGH,0.0
